SYMBOL,CompanyName,compId,compFormat,linkId
BANKAINDIA,Banka India,3180,banka-india,banka-india-3180
NIKHILADHESIVES,Nikhil Adhesives,3182,nikhil-adhesives,nikhil-adhesives-3182
VIRALSYNTX,Viral Syntex,3183,viral-syntex,viral-syntex-3183
ADAMCOMSOF,Adam Comsof,3184,adam-comsof,adam-comsof-3184
AQUAMARINEFOOD,Aquamarine Food,3186,aquamarine-food,aquamarine-food-3186
SKUMARSYNF,S Kumars Nation,3187,s-kumars-nation,s-kumars-nation-3187
PIONEEREMB,Pion. Embroider.,3188,pion-embroider,pion-embroider-3188
PRIMAAGRO,Prima Agro,3189,prima-agro,prima-agro-3189
SHERVANIINDLSY,Shervani Indl Sy,3190,shervani-indl-sy,shervani-indl-sy-3190
CRAZYINFOTECH,Crazy Infotech,3195,crazy-infotech,crazy-infotech-3195
VESUVIUS,Vesuvius India,3196,vesuvius-india,vesuvius-india-3196
ASAHIINFRASTR,Asahi Infrastr.,3197,asahi-infrastr,asahi-infrastr-3197
SOLIDCARBIDE,Solid Carbide,3198,solid-carbide,solid-carbide-3198
TATIASKYLN,Ashram Online,3199,ashram-online,ashram-online-3199
COMPACDISC,CDI Intl.,3200,cdi-intl,cdi-intl-3200
VISHWAMITRAFIN,Vishwamitra Fin.,3203,vishwamitra-fin,vishwamitra-fin-3203
MANAVPHARMA,Manav Pharma,3204,manav-pharma,manav-pharma-3204
INTERNAHOMOTEX,Interna. Homotex,3205,interna-homotex,interna-homotex-3205
ROYALCUSHN,Royal Cush. Vin.,3207,royal-cush-vin,royal-cush-vin-3207
CITYLIFTSINDIA,City Lifts India,3208,city-lifts-india,city-lifts-india-3208
MINDTECK,Mindteck (India),3210,mindteck-india,mindteck-india-3210
NILSINULTRACHEM,Nilsin Ultrachem,3212,nilsin-ultrachem,nilsin-ultrachem-3212
NEOGEMINDIA,Neogem India,3213,neogem-india,neogem-india-3213
RATNADRUGS,Ratna Drugs,3216,ratna-drugs,ratna-drugs-3216
MARINECARGOCO,Marine Cargo Co,3217,marine-cargo-co,marine-cargo-co-3217
MULTIBASEINDIA,Multibase India,3218,multibase-india,multibase-india-3218
PIDILITIND,Pidilite Inds.,3219,pidilite-inds,pidilite-inds-3219
HANJERFIBRES,Hanjer Fibres,3221,hanjer-fibres,hanjer-fibres-3221
READYFOOD,Ready Foods,3222,ready-foods,ready-foods-3222
AMISONFOODS,Amison Foods,3223,amison-foods,amison-foods-3223
PASARISPINNING,Pasari Spinning,3224,pasari-spinning,pasari-spinning-3224
DIAPOWER,Diamond Power,3225,diamond-power,diamond-power-3225
KSOILS,K S Oils,3226,k-s-oils,k-s-oils-3226
JAIHINDSYNTH,Jaihind Synth,3228,jaihind-synth,jaihind-synth-3228
ADITYAFORGE,Aditya Forge,3230,aditya-forge,aditya-forge-3230
VIMTALABS,Vimta Labs,3231,vimta-labs,vimta-labs-3231
CROMAKEM,Cromakem,3232,cromakem,cromakem-3232
SYNTHIKOFOILS,Synthiko Foils,3233,synthiko-foils,synthiko-foils-3233
TRINAQUEBECGE,Trina Quebec Ge.,3236,trina-quebec-ge,trina-quebec-ge-3236
INDSILHYDRO,Indsil Hydro,3237,indsil-hydro,indsil-hydro-3237
GMBREW,G M Breweries,3240,g-m-breweries,g-m-breweries-3240
GARLONPOLY,Garlon Poly.,3241,garlon-poly,garlon-poly-3241
SPENTEX,Spentex Inds.,3243,spentex-inds,spentex-inds-3243
JMDEPACKAGING,JMDE Packaging,3245,jmde-packaging,jmde-packaging-3245
ORISSAAORGANICS,Orissaa Organics,3246,orissaa-organics,orissaa-organics-3246
HITECHCORP,Hitech Corp.,3250,hitech-corp,hitech-corp-3250
MADHURFOOD,Madhur Inds,3251,madhur-inds,madhur-inds-3251
TMTINDIA,TMT (I),3252,tmt-i,tmt-i-3252
LUDLOWJUTE,Ludlow Jute,3253,ludlow-jute,ludlow-jute-3253
BURRBROWN,Burr Brown India,3257,burr-brown-india,burr-brown-india-3257
MARINALDYE,Mrinal Dyeing,3260,mrinal-dyeing,mrinal-dyeing-3260
APEXINTERTECH,Apex Intertech,3262,apex-intertech,apex-intertech-3262
FILATEX,Filatex India,3264,filatex-india,filatex-india-3264
CRISIL,CRISIL,3265,crisil,crisil-3265
VIDEOIND,Videocon Inds.,3266,videocon-inds,videocon-inds-3266
JATTASHANKARIND,Jattashankar Ind,3268,jattashankar-ind,jattashankar-ind-3268
EIDERELECTRONIC,Eider Electronic,3269,eider-electronic,eider-electronic-3269
AGRODUTCH,Agro Dutch Inds.,3270,agro-dutch-inds,agro-dutch-inds-3270
HAVELLS,Havells India,3272,havells-india,havells-india-3272
SURAJINDS,Suraj Inds.,3274,suraj-inds,suraj-inds-3274
INTERGLOBEFIN,Inter Globe Fin,3276,inter-globe-fin,inter-globe-fin-3276
KAMADGIRIFASH,Kamadgiri Fash.,3277,kamadgiri-fash,kamadgiri-fash-3277
MIDEASTPORT,Mid East Port.,3280,mid-east-port,mid-east-port-3280
IDEALCARPETS,Ideal Carpets,3281,ideal-carpets,ideal-carpets-3281
MOLDTECH,Mold-Tek Technol,3282,mold-tek-technol,mold-tek-technol-3282
CRESTCHEM,Crestchem,3283,crestchem,crestchem-3283
BIOFILCHEM,Biofil Chemicals,3284,biofil-chemicals,biofil-chemicals-3284
MARKSANS,Marksans Pharma,3285,marksans-pharma,marksans-pharma-3285
OMEGALABS,Omega Labs,3286,omega-labs,omega-labs-3286
UNIVERSALSTARCH,Universal Starch,3287,universal-starch,universal-starch-3287
STDSURFACTANTS,Std. Surfactants,3288,std-surfactants,std-surfactants-3288
MORGANVENTURES,Morgan Ventures,3289,morgan-ventures,morgan-ventures-3289
AVSINDS,AVS Inds.,3290,avs-inds,avs-inds-3290
DENMURFAX,Denmur Fax Roll,3292,denmur-fax-roll,denmur-fax-roll-3292
MICROPLANT,Micro Plantae,3293,micro-plantae,micro-plantae-3293
AMBIKPROTEINS,Ambik Proteins,3294,ambik-proteins,ambik-proteins-3294
NAGGRANITES,Nag. Granites,3298,nag-granites,nag-granites-3298
TARAIFOODS,Tarai Foods,3299,tarai-foods,tarai-foods-3299
ITLINDS,ITL Inds.,3300,itl-inds,itl-inds-3300
MERCATOR,Mercator,3304,mercator,mercator-3304
BESTEASTERNHOT,Best Eastern Hot,3308,best-eastern-hot,best-eastern-hot-3308
SIMPLEXCAS,Simplex Casting,3310,simplex-casting,simplex-casting-3310
OMNITEXINDS,Omnitex Inds,3311,omnitex-inds,omnitex-inds-3311
SHIJEECEMENT,Sh. I-Jee Cement,3312,sh-i-jee-cement,sh-i-jee-cement-3312
SVOGL,SVOGL Oil,3313,svogl-oil,svogl-oil-3313
ISHITADRUGS,Ishita Drugs,3314,ishita-drugs,ishita-drugs-3314
PREMEXPLN,Prem. Explosives,3315,prem-explosives,prem-explosives-3315
FOSECOIND,Foseco India,3317,foseco-india,foseco-india-3317
CONTROLPR,Control Print,3319,control-print,control-print-3319
HINDIND,Hind Inds.,3320,hind-inds,hind-inds-3320
ORIENTBEVERAGES,Orient Beverages,3321,orient-beverages,orient-beverages-3321
PATSPINLTD,Patspin India,3325,patspin-india,patspin-india-3325
FLATPROD,CMI FPE Ltd,3326,cmi-fpe-ltd,cmi-fpe-ltd-3326
BHUPENIND,BIL Inds.,3327,bil-inds,bil-inds-3327
NUTECHCORP,Nu-Tech Corp.,3328,nu-tech-corp,nu-tech-corp-3328
SHSTEELWIRE,Sh. Steel Wire,3329,sh-steel-wire,sh-steel-wire-3329
ACIINFOCOM,ACI Infocom,3330,aci-infocom,aci-infocom-3330
MAKANAGROOILS,Makan Agro Oils,3331,makan-agro-oils,makan-agro-oils-3331
UNNOINDUSTRIES,Unno Industries,3332,unno-industries,unno-industries-3332
KNDENGTECH,KND Engg.Techno.,3335,knd-engg-techno,knd-engg-techno-3335
DIVYAJYOTIINDS,Divya Jyoti Inds,3338,divya-jyoti-inds,divya-jyoti-inds-3338
MANIYARPLAST,Maniyar Plast,3339,maniyar-plast,maniyar-plast-3339
LAKTRADECRED,Lak. Trade Cred.,3340,lak-trade-cred,lak-trade-cred-3340
RAGHUVIRSYNTH,Raghuvir Synth,3341,raghuvir-synth,raghuvir-synth-3341
MODERNDAIRIES,Modern Dairies,3343,modern-dairies,modern-dairies-3343
PRECSNFAST,Prec. Fastners,3346,prec-fastners,prec-fastners-3346
NORRISMEDICINES,Norris Medicines,3347,norris-medicines,norris-medicines-3347
SPMLINFRA,SPML Infra,3348,spml-infra,spml-infra-3348
ORIENTLTD,Orient Press,3349,orient-press,orient-press-3349
PAREKHPLAT,Parekh Platinum,3350,parekh-platinum,parekh-platinum-3350
MINTAGEELECTRO,Mintage Electro,3352,mintage-electro,mintage-electro-3352
KOLUTHARAEXPORT,Koluthara Export,3355,koluthara-export,koluthara-export-3355
RANASUG,Rana Sugars,3356,rana-sugars,rana-sugars-3356
BALATECHNOGLOB,Bala Techno Glob,3357,bala-techno-glob,bala-techno-glob-3357
MARUTIORNG,Maruti Organics,3359,maruti-organics,maruti-organics-3359
AAREYDRUGS,Aarey Drugs,3360,aarey-drugs,aarey-drugs-3360
MPHASIS,Mphasis,3361,mphasis,mphasis-3361
MONTARILEATHER,Montari Leather,3362,montari-leather,montari-leather-3362
APCL,Anjani Portland,3364,anjani-portland,anjani-portland-3364
HITECHDRUGS,Hi-Tech Drugs,3365,hi-tech-drugs,hi-tech-drugs-3365
SHREYASINTERM,Shreyas Interm.,3366,shreyas-interm,shreyas-interm-3366
SPICEJET,SpiceJet,3367,spicejet,spicejet-3367
PANJON,Panjon,3368,panjon,panjon-3368
PATWIDECOM,Patel's Widecom,3370,patel-s-widecom,patel-s-widecom-3370
ACCLAIMINDUS,Acclaim Indus.,3371,acclaim-indus,acclaim-indus-3371
AMARJOTHI,Amarjothi Spg.,3374,amarjothi-spg,amarjothi-spg-3374
SBECSYSTEMS,SBEC Systems,3375,sbec-systems,sbec-systems-3375
NEOINFRACON,Neo Infracon,3376,neo-infracon,neo-infracon-3376
BAMBINOAGROIND,Bambino Agro Ind,3378,bambino-agro-ind,bambino-agro-ind-3378
SILCALMETALL,Silcal Metall.,3379,silcal-metall,silcal-metall-3379
CHANDVANASPATI,Chand Vanaspati,3380,chand-vanaspati,chand-vanaspati-3380
BRAKESAUTO,Brakes Auto,3381,brakes-auto,brakes-auto-3381
EMTEXIND,Emtex Inds(I),3382,emtex-inds-i,emtex-inds-i-3382
CAVALETINDIA,Cavalet India,3383,cavalet-india,cavalet-india-3383
MONOZYMEINDIA,Monozyme India,3386,monozyme-india,monozyme-india-3386
MESCOPHARM,Mesco Pharma,3387,mesco-pharma,mesco-pharma-3387
TI,Tilaknagar Inds.,3388,tilaknagar-inds,tilaknagar-inds-3388
MUKESHSTRIPS,Mukesh Strips,3390,mukesh-strips,mukesh-strips-3390
DABUR,Dabur India,3392,dabur-india,dabur-india-3392
PARTHINDUS,Parth Indus.,3394,parth-indus,parth-indus-3394
UPMINEPROD,U P Mine. Prod.,3395,u-p-mine-prod,u-p-mine-prod-3395
VIKASWSP,Vikas Wsp,3396,vikas-wsp,vikas-wsp-3396
ROHINISTRIPS,Rohini Strips,3397,rohini-strips,rohini-strips-3397
ADVANCEMULTI,Advance Multi.,3399,advance-multi,advance-multi-3399
SOBHAGYAMERCANT,Sobhagya Mercant,3400,sobhagya-mercant,sobhagya-mercant-3400
NACHMOKNITEX,Nachmo Knitex,3402,nachmo-knitex,nachmo-knitex-3402
ARTIAGROINDS,Arti Agro Inds.,3403,arti-agro-inds,arti-agro-inds-3403
SUVARNAQUA,Suvarna Aqua,3404,suvarna-aqua,suvarna-aqua-3404
DARSHANOILS,Darshan Oils,3405,darshan-oils,darshan-oils-3405
GUJINTRUX,Guj. Intrux,3407,guj-intrux,guj-intrux-3407
DUROPACK,Duropack,3410,duropack,duropack-3410
GOPIKRISHNAGRAN,Gopikrishna Gran,3411,gopikrishna-gran,gopikrishna-gran-3411
PREMINTLFIN,Prem. Intl. Fin.,3412,prem-intl-fin,prem-intl-fin-3412
PEERABASAN,Shrist Infra,3413,shrist-infra,shrist-infra-3413
GENESISIBRC,Genesis IBRC,3416,genesis-ibrc,genesis-ibrc-3416
ARUNMANTEX,Arun Mantex,3417,arun-mantex,arun-mantex-3417
SWARNIMAOILIND,Swarnima Oil Ind,3418,swarnima-oil-ind,swarnima-oil-ind-3418
AAKARENGINEEM,Aakar Enginee. M,3419,aakar-enginee-m,aakar-enginee-m-3419
CREST,Crest Ventures,3420,crest-ventures,crest-ventures-3420
CAMEX,Camex,3422,camex,camex-3422
AMRAPALIINDS,Amrapali Inds.,3423,amrapali-inds,amrapali-inds-3423
FRONTIERSPRINGS,Frontier Springs,3427,frontier-springs,frontier-springs-3427
DIVYASHAKTIGRAN,Divyashakti Gran,3428,divyashakti-gran,divyashakti-gran-3428
OLYMPIAINDS,Olympia Inds,3430,olympia-inds,olympia-inds-3430
PRIMEINDS,Prime Inds.,3432,prime-inds,prime-inds-3432
ALACRITYELECTR,Alacrity Electr.,3437,alacrity-electr,alacrity-electr-3437
INCAP,Incap,3438,incap,incap-3438
GANGOTRICEMENT,Gangotri Cement,3439,gangotri-cement,gangotri-cement-3439
SYPAGROFOODS,SYP Agro Foods,3440,syp-agro-foods,syp-agro-foods-3440
SAJJANTEXTILES,Sajjan Textiles,3442,sajjan-textiles,sajjan-textiles-3442
KAVITINDUSTRIES,Kavit Industries,3443,kavit-industries,kavit-industries-3443
PASHUPATISEOHUN,Pashupati Seohun,3445,pashupati-seohun,pashupati-seohun-3445
GANESHHOUC,Ganesh Housing,3446,ganesh-housing,ganesh-housing-3446
OVERSEASSYNTH,Overseas Synth,3447,overseas-synth,overseas-synth-3447
MONATANAINTL,Monatana Intl.,3448,monatana-intl,monatana-intl-3448
ELECTRX,Electrex India,3449,electrex-india,electrex-india-3449
IGARASHI,Igarashi Motors,3450,igarashi-motors,igarashi-motors-3450
VOLVOTERRYINDS,Volvo Terry Inds,3451,volvo-terry-inds,volvo-terry-inds-3451
SWARNSARITAGEMS,Swarnsarita Gems,3452,swarnsarita-gems,swarnsarita-gems-3452
NAGREEKEXP,Nagreeka Exports,3453,nagreeka-exports,nagreeka-exports-3453
MEWATZINC,Mewat Zinc,3456,mewat-zinc,mewat-zinc-3456
ACMESPINNERS,Acme Spinners,3457,acme-spinners,acme-spinners-3457
PRAJIND,Praj Inds.,3458,praj-inds,praj-inds-3458
RASANDIKENGG,Rasandik Engg.,3460,rasandik-engg,rasandik-engg-3460
KARTIKINVEST,Kartik Invest.,3461,kartik-invest,kartik-invest-3461
DRAVYAINDLCHEM,Dravya Indl.Chem,3462,dravya-indl-chem,dravya-indl-chem-3462
GUJCONTAINERS,Guj. Containers,3463,guj-containers,guj-containers-3463
KALYANIFRG,Kalyani Forge,3464,kalyani-forge,kalyani-forge-3464
SYMPHONY,Symphony,3465,symphony,symphony-3465
SUNRISEASIAN,Sunrise Asian,3467,sunrise-asian,sunrise-asian-3467
ZENITHEXPO,Zenith Exports,3469,zenith-exports,zenith-exports-3469
STARPRECELECT,Star Prec. Elect,3470,star-prec-elect,star-prec-elect-3470
PANCHMSTEL,Panchmahal Steel,3471,panchmahal-steel,panchmahal-steel-3471
STRAUSIND,Luminaire Tech.,3473,luminaire-tech,luminaire-tech-3473
CHAMPIONFINSEC,Champion Finsec,3474,champion-finsec,champion-finsec-3474
INTECONINDIA,Intecon (India),3475,intecon-india,intecon-india-3475
GAMMAINFOWAY,Gamma Infoway,3476,gamma-infoway,gamma-infoway-3476
SUDITIND,Suditi Inds.,3478,suditi-inds,suditi-inds-3478
CHAINIMPEX,Chain Impex,3479,chain-impex,chain-impex-3479
MURLIIND,Murli Industries,3487,murli-industries,murli-industries-3487
CINDRELLAHOTELS,Cindrella Hotels,3489,cindrella-hotels,cindrella-hotels-3489
JRIINDS,JRI Inds.,3490,jri-inds,jri-inds-3490
VINTRONINFO,Vintron Info.,3492,vintron-info,vintron-info-3492
OSWALSUG,Indian Sucrose,3495,indian-sucrose,indian-sucrose-3495
STEELCAST,Steelcast,3496,steelcast,steelcast-3496
PITTIENG,Pitti Engg.,3497,pitti-engg,pitti-engg-3497
HOTLINGLAS,Hotline Glass,3498,hotline-glass,hotline-glass-3498
GUJTERCELABS,Guj. Terce Labs.,3500,guj-terce-labs,guj-terce-labs-3500
SRINDS,S R Inds.,3502,s-r-inds,s-r-inds-3502
BINACASYNTHRES,Binaca Synth Res,3504,binaca-synth-res,binaca-synth-res-3504
WINSOME,Winsome Yarns,3505,winsome-yarns,winsome-yarns-3505
DHARENDRAAGRO,Dharendra Agro,3506,dharendra-agro,dharendra-agro-3506
YOGIINFRA,Yogi Infra,3507,yogi-infra,yogi-infra-3507
DECCANPETROLEUM,Deccan Petroleum,3509,deccan-petroleum,deccan-petroleum-3509
KIRLOSFERR,Kirl. Ferrous,3511,kirl-ferrous,kirl-ferrous-3511
GLITTEKGRANITE,Glittek Granite,3512,glittek-granite,glittek-granite-3512
KONKANTYRES,Konkan Tyres,3515,konkan-tyres,konkan-tyres-3515
MULTICOLOUROFF,Multicolour Off,3516,multicolour-off,multicolour-off-3516
SHREEJIINDS,Shreeji Inds.,3518,shreeji-inds,shreeji-inds-3518
KIRLOSELEC,Envair Electrody,3521,envair-electrody,envair-electrody-3521
PANELECTRONICS,Pan Electronics,3522,pan-electronics,pan-electronics-3522
VSFPROJECTS,VSF Projects,3523,vsf-projects,vsf-projects-3523
INDOEUROINDCH,Indo Euro Indch.,3524,indo-euro-indch,indo-euro-indch-3524
STERLINGKALKSAN,Sterling Kalksan,3525,sterling-kalksan,sterling-kalksan-3525
PATINTLOG,Patel Integrated,3526,patel-integrated,patel-integrated-3526
MARVELINDS,Marvel Inds.,3527,marvel-inds,marvel-inds-3527
ATNINTER,ATN Intl.,3528,atn-intl,atn-intl-3528
PRADEEPMETALS,Pradeep Metals,3529,pradeep-metals,pradeep-metals-3529
RICHLINEPHARMA,Richline Pharma,3532,richline-pharma,richline-pharma-3532
VISHVAVISHAL,Vishva Vishal,3536,vishva-vishal,vishva-vishal-3536
KOHINOOR,Kohinoor Foods,3537,kohinoor-foods,kohinoor-foods-3537
PREMIERPOL,Premier Polyfilm,3538,premier-polyfilm,premier-polyfilm-3538
MILKPARTNERS,Milk Partners,3540,milk-partners,milk-partners-3540
SRIMALINI,Sri Malini,3543,sri-malini,sri-malini-3543
SYNCOMFORMUL,Syncom Formul.,3544,syncom-formul,syncom-formul-3544
VAKRANGEE,Vakrangee,3546,vakrangee,vakrangee-3546
GUJPERSTORP,Guj. Perstorp,3547,guj-perstorp,guj-perstorp-3547
INSTAFINANCE,Insta Finance,3548,insta-finance,insta-finance-3548
RUPALLAMINATES,Rupal Laminates,3549,rupal-laminates,rupal-laminates-3549
CLIFCO,Coimb. Lak. Inv.,3551,coimb-lak-inv,coimb-lak-inv-3551
EVERLONSYNTH,Everlon Synth,3553,everlon-synth,everlon-synth-3553
VAJRABEARINGS,Vajra Bearings,3556,vajra-bearings,vajra-bearings-3556
ALPHAGEO,Alphageo (India),3559,alphageo-india,alphageo-india-3559
GUJNATRESOUR,Guj.Nat.Resour.,3562,guj-nat-resour,guj-nat-resour-3562
ADITYAPOLYMERS,Aditya Polymers,3564,aditya-polymers,aditya-polymers-3564
RAMASIGNSINDUS,Ramasigns Indus.,3565,ramasigns-indus,ramasigns-indus-3565
VXLINSTR,VXL Instruments,3566,vxl-instruments,vxl-instruments-3566
SUNSOURCEI,Sun Source (I),3570,sun-source-i,sun-source-i-3570
ZILONPHARM,Zillion Pharma,3572,zillion-pharma,zillion-pharma-3572
NEELKANTHMOTEL,Neelkanth Motel,3573,neelkanth-motel,neelkanth-motel-3573
ADITYAISPAT,Aditya Ispat,3575,aditya-ispat,aditya-ispat-3575
REMIMETAL,Welspun Special.,3576,welspun-special,welspun-special-3576
GUJAQUAINDS,Guj. Aqua Inds.,3577,guj-aqua-inds,guj-aqua-inds-3577
SHAMKNSPIN,Shamken Spinners,3578,shamken-spinners,shamken-spinners-3578
RITESHPROP,Ritesh Prop,3579,ritesh-prop,ritesh-prop-3579
GUJCREDITCORP,Guj. Credit Corp,3582,guj-credit-corp,guj-credit-corp-3582
KAVINIISPAT,Kavini Ispat,3584,kavini-ispat,kavini-ispat-3584
SHARDAISPAT,Sharda Ispat,3585,sharda-ispat,sharda-ispat-3585
SHILPAXLABS,Shilpax Labs.,3586,shilpax-labs,shilpax-labs-3586
PICCADSUG,Piccadily Sugar,3587,piccadily-sugar,piccadily-sugar-3587
LAXMIGRANITES,Laxmi Granites,3590,laxmi-granites,laxmi-granites-3590
BANSISONSTEA,Bansisons Tea,3591,bansisons-tea,bansisons-tea-3591
DRIND,D R Softech,3592,d-r-softech,d-r-softech-3592
BARODADYEING,Baroda Dyeing,3594,baroda-dyeing,baroda-dyeing-3594
MOVILEXIRRIGATN,Movilex Irrigatn,3596,movilex-irrigatn,movilex-irrigatn-3596
SPLIL,SPL Inds.,3598,spl-inds,spl-inds-3598
MARDIASAMYOUNG,Mardia Samyoung,3603,mardia-samyoung,mardia-samyoung-3603
ATVPETRO,SVC Industries,3605,svc-industries,svc-industries-3605
KRITIIND,Kriti Inds.,3606,kriti-inds,kriti-inds-3606
VARDHMANINDS,Vardhman Inds.,3607,vardhman-inds,vardhman-inds-3607
SUPPETRO,Supreme Petroch.,3608,supreme-petroch,supreme-petroch-3608
MAHASTEEL,Mahamaya Steel,3609,mahamaya-steel,mahamaya-steel-3609
SUNKUAUTO,Sunku Auto,3610,sunku-auto,sunku-auto-3610
GUJTEXSPIN,Guj. Texspin,3611,guj-texspin,guj-texspin-3611
GEMSPIN,Gem Spinners,3612,gem-spinners,gem-spinners-3612
GUJAPOLLO,Guj Apollo Inds,3613,guj-apollo-inds,guj-apollo-inds-3613
NEWHEAVENCHEM,New Heaven Chem.,3615,new-heaven-chem,new-heaven-chem-3615
TORNTPHARM,Torrent Pharma.,3616,torrent-pharma,torrent-pharma-3616
IPCALAB,Ipca Labs.,3617,ipca-labs,ipca-labs-3617
SONALINTL,Sonal Intl.,3619,sonal-intl,sonal-intl-3619
MAHAGANESHTEXPR,Mahaganesh Texpr,3621,mahaganesh-texpr,mahaganesh-texpr-3621
ASAL,Automotive Stamp,3624,automotive-stamp,automotive-stamp-3624
KHATORFIBRE,Khator Fibre,3628,khator-fibre,khator-fibre-3628
ADITYASPIN,Aditya Spinners,3629,aditya-spinners,aditya-spinners-3629
KILITCH,Kilitch Drugs,3630,kilitch-drugs,kilitch-drugs-3630
OKPLAYINDIA,OK Play India,3631,ok-play-india,ok-play-india-3631
TNSTEELTUBES,T N Steel Tubes,3632,t-n-steel-tubes,t-n-steel-tubes-3632
NOVAIRNSTL,Nova Iron &Steel,3633,nova-iron-steel,nova-iron-steel-3633
TOYAMAELECTRIC,Toyama Electric,3634,toyama-electric,toyama-electric-3634
AURIFEROUSAQUA,Auriferous Aqua,3635,auriferous-aqua,auriferous-aqua-3635
DATASOFTAPPLICA,Datasoft Applica,3638,datasoft-applica,datasoft-applica-3638
AMBITIOUSPLASTO,Ambitious Plasto,3640,ambitious-plasto,ambitious-plasto-3640
INDRAYANIBIO,Indrayani Bio,3641,indrayani-bio,indrayani-bio-3641
RAMSUNARROLST,Ramsunar Rolst.,3642,ramsunar-rolst,ramsunar-rolst-3642
KRRAIL,K&R Rail,3643,k-r-rail,k-r-rail-3643
SHREEBHAVYA,Shree Bhavya,3645,shree-bhavya,shree-bhavya-3645
SWISSGLASCOAT,Swiss Glascoat,3646,swiss-glascoat,swiss-glascoat-3646
GREENLANDWARE,Greenland Ware,3647,greenland-ware,greenland-ware-3647
DOLAT,Dolat Investment,3648,dolat-investment,dolat-investment-3648
MARGOFINANCE,Margo Finance,3655,margo-finance,margo-finance-3655
DEEPSSPECSTEEL,Deeps Spec.Steel,3656,deeps-spec-steel,deeps-spec-steel-3656
VISHWASINFOCOM,Vishwas Infocom,3657,vishwas-infocom,vishwas-infocom-3657
HARYANATEXPRINT,Haryana Texprint,3658,haryana-texprint,haryana-texprint-3658
OMCCOMPUTERS,OMC Computers,3659,omc-computers,omc-computers-3659
RMIFOODS,RMI Foods,3661,rmi-foods,rmi-foods-3661
KKALPANAINDS,KKalpana Inds.,3663,kkalpana-inds,kkalpana-inds-3663
VISIONCINEMAS,Vision Cinemas,3664,vision-cinemas,vision-cinemas-3664
KARNAVATIALFA,Karnavati Alfa,3666,karnavati-alfa,karnavati-alfa-3666
MUKUNDSYNTEX,Mukund Syntex,3668,mukund-syntex,mukund-syntex-3668
PADMINPOLY,Padmini Tech.,3669,padmini-tech,padmini-tech-3669
ACESTONECRAFT,Ace Stonecraft,3672,ace-stonecraft,ace-stonecraft-3672
SHYAMTEL,Shyam Telecom,3673,shyam-telecom,shyam-telecom-3673
TRANSGLOBEFOODS,Transglobe Foods,3674,transglobe-foods,transglobe-foods-3674
CORALLABS,Coral Labs.,3676,coral-labs,coral-labs-3676
STERLINGPOWERG,Sterling Powerg.,3680,sterling-powerg,sterling-powerg-3680
FABWORTH,Uniworth Text.,3681,uniworth-text,uniworth-text-3681
RENCALCHEMICAL,Rencal Chemical,3684,rencal-chemical,rencal-chemical-3684
BACILPHARMA,Bacil Pharma,3688,bacil-pharma,bacil-pharma-3688
DHARANIFINANCE,Dharani Finance,3689,dharani-finance,dharani-finance-3689
FOUNDRYFUEL,Foundry Fuel,3692,foundry-fuel,foundry-fuel-3692
ORISSALAMPS,Orissa Lamps,3693,orissa-lamps,orissa-lamps-3693
LEENEESOFT,Lee & Nee Soft.,3694,lee-nee-soft,lee-nee-soft-3694
KANELOIL,Kanel Indust.,3695,kanel-indust,kanel-indust-3695
TULASEEBIOETH,Tulasee Bio-Eth.,3696,tulasee-bio-eth,tulasee-bio-eth-3696
KREBSBIO,Krebs Biochem,3697,krebs-biochem,krebs-biochem-3697
UGHOTELS,U G Hotels,3700,u-g-hotels,u-g-hotels-3700
SYLPHTECHNO,Sylph Techno,3701,sylph-techno,sylph-techno-3701
ALEXANDERSTAMPS,Alexander Stamps,3702,alexander-stamps,alexander-stamps-3702
GLOBABOARD,Metroglobal,3703,metroglobal,metroglobal-3703
ANIKINDS,Anik Industries,3704,anik-industries,anik-industries-3704
ARCEEINDS,Arcee Inds.,3705,arcee-inds,arcee-inds-3705
RIDDHISIDDHIGL,Riddhi Siddhi Gl,3707,riddhi-siddhi-gl,riddhi-siddhi-gl-3707
INDBANK,Indbank Merchant,3708,indbank-merchant,indbank-merchant-3708
FEDERALBNK,Federal Bank,3709,federal-bank,federal-bank-3709
SHUKLADATATECH,Shukla Data Tech,3710,shukla-data-tech,shukla-data-tech-3710
MEDINOVADIAGNO,Medinova Diagno.,3711,medinova-diagno,medinova-diagno-3711
SOUTHMAGNESIUM,South. Magnesium,3713,south-magnesium,south-magnesium-3713
REALSTRIPS,Real Strips,3714,real-strips,real-strips-3714
KRISNAFILA,Mavi Industries,3715,mavi-industries,mavi-industries-3715
RAAJMEDISAFE,Raaj Medisafe,3717,raaj-medisafe,raaj-medisafe-3717
BPL,BPL,3720,bpl,bpl-3720
BAJFINANCE,Bajaj Fin.,3722,bajaj-fin,bajaj-fin-3722
COROMANDELPHARM,Coromandel Pharm,3723,coromandel-pharm,coromandel-pharm-3723
SAIJEEVADHARA,Sai Jeevadhara,3724,sai-jeevadhara,sai-jeevadhara-3724
ABCINDIA,ABC India,3725,abc-india,abc-india-3725
MARUTITELSTIND,Marutitelst. Ind,3726,marutitelst-ind,marutitelst-ind-3726
METAZINC,MTZ Industries,3727,mtz-industries,mtz-industries-3727
USHMAPOLYMERS,Ushma Polymers,3730,ushma-polymers,ushma-polymers-3730
VELVETTEINTL,Velvette Intl.,3732,velvette-intl,velvette-intl-3732
